Timestamp,Sample_Number,Raw_Data,Estimated_Frequency_Hz,TIVA_Voltage_Raw_V,TIVA_Voltage_Filtered_V,TIVA_Temperature_C
2025-10-21 10:55:32.432686,57,b'+\x00\x04UA+\x00\x04UB \x16',28.42,0.000455,0.000455,20.16
2025-10-21 10:55:32.482860,58,b'+\x00\x04UA+\x00\x04UB \x16',28.21,0.000455,0.000455,20.16
2025-10-21 10:55:32.533186,59,b'+\x00\x04UA+\x00\x04UB \x17',28.01,0.000455,0.000455,20.17
2025-10-21 10:55:32.583395,60,b'+\x00\x04UA+\x00\x04UB \x17',27.82,0.000455,0.000455,20.17
2025-10-21 10:55:32.633899,61,b'+\x00\x04UA+\x00\x04UB \x17',27.63,0.000455,0.000455,20.17
2025-10-21 10:55:32.683924,62,b'+\x00\x04UA+\x00\x04UB \x17',27.46,0.000455,0.000455,20.17
2025-10-21 10:55:32.734296,63,b'+\x00\x04UA+\x00\x04UB \x17',27.29,0.000455,0.000455,20.17
2025-10-21 10:55:32.784435,64,b'+\x00\x04UA+\x00\x04UB \x17',27.13,0.000455,0.000455,20.17
2025-10-21 10:55:32.834768,65,b'+\x00\x04UA+\x00\x04UB \x17',26.98,0.000455,0.000455,20.17
2025-10-21 10:55:32.884990,66,b'+\x00\x04UA+\x00\x04UB \x17',26.83,0.000455,0.000455,20.17
2025-10-21 10:55:32.935356,67,b'+\x00\x04UA+\x00\x04UB \x17',26.69,0.000455,0.000455,20.17
2025-10-21 10:55:32.985626,68,b'+\x00\x04VA+\x00\x04UB \x17',26.55,0.000456,0.000455,20.17
2025-10-21 10:55:33.035933,69,b'+\x00\x04VA+\x00\x04UB \x16',26.42,0.000456,0.000455,20.16
2025-10-21 10:55:33.086161,70,b'+\x00\x04VA+\x00\x04UB \x16',26.30,0.000456,0.000455,20.16
2025-10-21 10:55:33.136613,71,b'+\x00\x04VA+\x00\x04UB \x17',26.18,0.000456,0.000455,20.17
2025-10-21 10:55:33.186661,72,b'+\x00\x04VA+\x00\x04UB \x17',26.06,0.000456,0.000455,20.17
2025-10-21 10:55:33.237045,73,b'+\x00\x04VA+\x00\x04UB \x16',25.95,0.000456,0.000455,20.16
2025-10-21 10:55:33.287346,74,b'+\x00\x04VA+\x00\x04VB \x16',25.84,0.000456,0.000456,20.16
2025-10-21 10:55:33.337564,75,b'+\x00\x04VA+\x00\x04VB \x17',25.74,0.000456,0.000456,20.17
2025-10-21 10:55:33.387854,76,b'+\x00\x04VA+\x00\x04VB \x17',25.64,0.000456,0.000456,20.17
2025-10-21 10:55:33.438061,77,b'+\x00\x04VA+\x00\x04VB \x17',25.54,0.000456,0.000456,20.17
2025-10-21 10:55:33.488327,78,b'+\x00\x04UA+\x00\x04VB \x17',25.45,0.000455,0.000456,20.17
2025-10-21 10:55:33.538813,79,b'+\x00\x04VA+\x00\x04VB \x17',25.36,0.000456,0.000456,20.17
2025-10-21 10:55:33.588932,80,b'+\x00\x04VA+\x00\x04VB \x17',25.27,0.000456,0.000456,20.17
2025-10-21 10:55:33.639443,81,b'+\x00\x04VA+\x00\x04VB \x17',25.18,0.000456,0.000456,20.17
2025-10-21 10:55:33.689585,82,b'+\x00\x04VA+\x00\x04VB \x17',25.10,0.000456,0.000456,20.17
2025-10-21 10:55:33.739870,83,b'+\x00\x04VA+\x00\x04VB \x17',25.02,0.000456,0.000456,20.17
2025-10-21 10:55:33.790033,84,b'+\x00\x04UA+\x00\x04VB \x17',24.94,0.000455,0.000456,20.17
2025-10-21 10:55:33.840321,85,b'+\x00\x04UA+\x00\x04VB \x17',24.87,0.000455,0.000456,20.17
2025-10-21 10:55:33.890803,86,b'+\x00\x04UA+\x00\x04VB \x17',24.79,0.000455,0.000456,20.17
2025-10-21 10:55:33.941169,87,b'+\x00\x04UA+\x00\x04VB \x16',24.72,0.000455,0.000456,20.16
2025-10-21 10:55:33.991226,88,b'+\x00\x04VA+\x00\x04VB \x16',24.65,0.000456,0.000456,20.16
2025-10-21 10:55:34.041672,89,b'+\x00\x04UA+\x00\x04VB \x16',24.59,0.000455,0.000456,20.16
2025-10-21 10:55:34.091902,90,b'+\x00\x04UA+\x00\x04VB \x16',24.52,0.000455,0.000456,20.16
2025-10-21 10:55:34.142110,91,b'+\x00\x04UA+\x00\x04VB \x16',24.46,0.000455,0.000456,20.16
2025-10-21 10:55:34.192299,92,b'+\x00\x04UA+\x00\x04UB \x16',24.40,0.000455,0.000455,20.16
2025-10-21 10:55:34.242819,93,b'+\x00\x04VA+\x00\x04UB \x17',24.34,0.000456,0.000455,20.17
2025-10-21 10:55:34.292920,94,b'+\x00\x04VA+\x00\x04VB \x17',24.28,0.000456,0.000456,20.17
2025-10-21 10:55:34.343246,95,b'+\x00\x04UA+\x00\x04UB \x16',24.22,0.000455,0.000455,20.16
2025-10-21 10:55:34.393405,96,b'+\x00\x04UA+\x00\x04UB \x16',24.17,0.000455,0.000455,20.16
2025-10-21 10:55:34.443655,97,b'+\x00\x04UA+\x00\x04UB \x17',24.11,0.000455,0.000455,20.17
2025-10-21 10:55:34.493999,98,b'+\x00\x04VA+\x00\x04VB \x17',24.06,0.000456,0.000456,20.17
2025-10-21 10:55:34.544232,99,b'+\x00\x04VA+\x00\x04VB \x17',24.01,0.000456,0.000456,20.17
2025-10-21 10:55:34.594657,100,b'+\x00\x04VA+\x00\x04VB \x17',23.96,0.000456,0.000456,20.17
2025-10-21 10:55:34.645047,101,b'+\x00\x04VA+\x00\x04VB \x17',23.91,0.000456,0.000456,20.17
2025-10-21 10:55:34.695022,102,b'+\x00\x04VA+\x00\x04VB \x17',23.86,0.000456,0.000456,20.17
2025-10-21 10:55:34.745368,103,b'+\x00\x04UA+\x00\x04VB \x17',23.82,0.000455,0.000456,20.17
2025-10-21 10:55:34.796164,104,b'+\x00\x04UA+\x00\x04VB \x17',23.77,0.000455,0.000456,20.17
2025-10-21 10:55:34.846014,105,b'+\x00\x04VA+\x00\x04VB \x17',23.73,0.000456,0.000456,20.17
2025-10-21 10:55:34.896211,106,b'+\x00\x04VA+\x00\x04VB \x17',23.68,0.000456,0.000456,20.17
2025-10-21 10:55:34.946414,107,b'+\x00\x04VA+\x00\x04VB \x17',23.64,0.000456,0.000456,20.17
2025-10-21 10:55:34.996747,108,b'+\x00\x04VA+\x00\x04VB \x17',23.60,0.000456,0.000456,20.17
2025-10-21 10:55:35.046996,109,b'+\x00\x04VA+\x00\x04VB \x17',23.56,0.000456,0.000456,20.17
2025-10-21 10:55:35.097300,110,b'+\x00\x04VA+\x00\x04VB \x17',23.52,0.000456,0.000456,20.17
2025-10-21 10:55:35.147763,111,b'+\x00\x04VA+\x00\x04VB \x17',23.48,0.000456,0.000456,20.17
2025-10-21 10:55:35.197922,112,b'+\x00\x04VA+\x00\x04VB \x17',23.44,0.000456,0.000456,20.17
2025-10-21 10:55:35.248205,113,b'+\x00\x04VA+\x00\x04VB \x17',23.40,0.000456,0.000456,20.17
2025-10-21 10:55:35.298518,114,b'+\x00\x04VA+\x00\x04VB \x17',23.37,0.000456,0.000456,20.17
2025-10-21 10:55:35.348678,115,b'+\x00\x04VA+\x00\x04VB \x17',23.33,0.000456,0.000456,20.17
2025-10-21 10:55:35.398929,116,b'+\x00\x04VA+\x00\x04VB \x17',23.30,0.000456,0.000456,20.17
2025-10-21 10:55:35.449221,117,b'+\x00\x04VA+\x00\x04VB \x17',23.26,0.000456,0.000456,20.17
2025-10-21 10:55:35.499706,118,b'+\x00\x04VA+\x00\x04VB \x17',23.23,0.000456,0.000456,20.17
2025-10-21 10:55:35.549902,119,b'+\x00\x04VA+\x00\x04VB \x17',23.19,0.000456,0.000456,20.17
2025-10-21 10:55:35.600007,120,b'+\x00\x04VA+\x00\x04VB \x16',23.16,0.000456,0.000456,20.16
2025-10-21 10:55:35.650629,121,b'+\x00\x04VA+\x00\x04VB \x16',23.13,0.000456,0.000456,20.16
2025-10-21 10:55:35.700749,122,b'+\x00\x04VA+\x00\x04VB \x16',23.10,0.000456,0.000456,20.16
2025-10-21 10:55:35.750910,123,b'+\x00\x04VA+\x00\x04VB \x16',23.07,0.000456,0.000456,20.16
2025-10-21 10:55:35.801219,124,b'+\x00\x04VA+\x00\x04VB \x17',23.04,0.000456,0.000456,20.17
2025-10-21 10:55:35.851399,125,b'+\x00\x04VA+\x00\x04VB \x17',23.01,0.000456,0.000456,20.17
2025-10-21 10:55:35.901702,126,b'+\x00\x04VA+\x00\x04VB \x17',22.98,0.000456,0.000456,20.17
2025-10-21 10:55:35.952013,127,b'+\x00\x04VA+\x00\x04VB \x17',22.95,0.000456,0.000456,20.17
2025-10-21 10:55:36.002389,128,b'+\x00\x04VA+\x00\x04VB \x17',22.92,0.000456,0.000456,20.17
2025-10-21 10:55:36.052709,129,b'+\x00\x04VA+\x00\x04VB \x17',22.90,0.000456,0.000456,20.17
2025-10-21 10:55:36.102995,130,b'+\x00\x04VA+\x00\x04VB \x17',22.87,0.000456,0.000456,20.17
2025-10-21 10:55:36.153464,131,b'+\x00\x04VA+\x00\x04VB \x17',22.84,0.000456,0.000456,20.17
2025-10-21 10:55:36.203478,132,b'+\x00\x04VA+\x00\x04VB \x16',22.82,0.000456,0.000456,20.16
2025-10-21 10:55:36.253825,133,b'+\x00\x04VA+\x00\x04VB \x16',22.79,0.000456,0.000456,20.16
2025-10-21 10:55:36.304100,134,b'+\x00\x04VA+\x00\x04VB \x17',22.77,0.000456,0.000456,20.17
2025-10-21 10:55:36.354348,135,b'+\x00\x04VA+\x00\x04VB \x17',22.74,0.000456,0.000456,20.17
2025-10-21 10:55:36.404541,136,b'+\x00\x04VA+\x00\x04VB \x17',22.72,0.000456,0.000456,20.17
2025-10-21 10:55:36.454985,137,b'+\x00\x04VA+\x00\x04VB \x17',22.70,0.000456,0.000456,20.17
2025-10-21 10:55:36.505117,138,b'+\x00\x04VA+\x00\x04VB \x16',22.67,0.000456,0.000456,20.16
2025-10-21 10:55:36.555335,139,b'+\x00\x04VA+\x00\x04VB \x16',22.65,0.000456,0.000456,20.16
2025-10-21 10:55:36.605778,140,b'+\x00\x04VA+\x00\x04VB \x17',22.63,0.000456,0.000456,20.17
2025-10-21 10:55:36.656071,141,b'+\x00\x04VA+\x00\x04VB \x17',22.60,0.000456,0.000456,20.17
2025-10-21 10:55:36.706401,142,b'+\x00\x04VA+\x00\x04VB \x17',22.58,0.000456,0.000456,20.17
2025-10-21 10:55:36.756500,143,b'+\x00\x04VA+\x00\x04VB \x17',22.56,0.000456,0.000456,20.17
2025-10-21 10:55:36.806717,144,b'+\x00\x04UA+\x00\x04VB \x16',22.54,0.000455,0.000456,20.16
2025-10-21 10:55:36.857154,145,b'+\x00\x04VA+\x00\x04VB \x16',22.52,0.000456,0.000456,20.16
2025-10-21 10:55:36.907368,146,b'+\x00\x04VA+\x00\x04VB \x17',22.50,0.000456,0.000456,20.17
2025-10-21 10:55:36.957576,147,b'+\x00\x04UA+\x00\x04VB \x17',22.48,0.000455,0.000456,20.17
2025-10-21 10:55:37.008051,148,b'+\x00\x04UA+\x00\x04VB \x16',22.46,0.000455,0.000456,20.16
2025-10-21 10:55:37.058273,149,b'+\x00\x04UA+\x00\x04VB \x16',22.44,0.000455,0.000456,20.16
2025-10-21 10:55:37.108456,150,b'+\x00\x04UA+\x00\x04VB \x17',22.42,0.000455,0.000456,20.17
2025-10-21 10:55:37.158926,151,b'+\x00\x04UA+\x00\x04VB \x17',22.40,0.000455,0.000456,20.17
2025-10-21 10:55:37.209041,152,b'+\x00\x04UA+\x00\x04VB \x17',22.38,0.000455,0.000456,20.17
2025-10-21 10:55:37.259246,153,b'+\x00\x04UA+\x00\x04VB \x17',22.36,0.000455,0.000456,20.17
2025-10-21 10:55:37.309518,154,b'+\x00\x04VA+\x00\x04VB \x16',22.35,0.000456,0.000456,20.16
2025-10-21 10:55:37.359995,155,b'+\x00\x04UA+\x00\x04VB \x16',22.33,0.000455,0.000456,20.16
2025-10-21 10:55:37.410241,156,b'+\x00\x04UA+\x00\x04VB \x17',22.31,0.000455,0.000456,20.17
2025-10-21 10:55:37.460462,157,b'+\x00\x04VA+\x00\x04VB \x17',22.29,0.000456,0.000456,20.17
2025-10-21 10:55:37.510615,158,b'+\x00\x04VA+\x00\x04VB \x17',22.28,0.000456,0.000456,20.17
2025-10-21 10:55:37.560918,159,b'+\x00\x04VA+\x00\x04VB \x17',22.26,0.000456,0.000456,20.17
2025-10-21 10:55:37.611347,160,b'+\x00\x04VA+\x00\x04VB \x16',22.24,0.000456,0.000456,20.16
2025-10-21 10:55:37.661786,161,b'+\x00\x04VA+\x00\x04VB \x16',22.22,0.000456,0.000456,20.16
2025-10-21 10:55:37.711731,162,b'+\x00\x04UA+\x00\x04VB \x17',22.21,0.000455,0.000456,20.17
2025-10-21 10:55:37.762203,163,b'+\x00\x04VA+\x00\x04VB \x17',22.19,0.000456,0.000456,20.17
2025-10-21 10:55:37.812450,164,b'+\x00\x04VA+\x00\x04VB \x17',22.18,0.000456,0.000456,20.17
2025-10-21 10:55:37.862561,165,b'+\x00\x04VA+\x00\x04VB \x17',22.16,0.000456,0.000456,20.17
2025-10-21 10:55:37.912907,166,b'+\x00\x04VA+\x00\x04VB \x17',22.15,0.000456,0.000456,20.17
2025-10-21 10:55:37.963315,167,b'+\x00\x04VA+\x00\x04VB \x17',22.13,0.000456,0.000456,20.17
2025-10-21 10:55:38.013505,168,b'+\x00\x04VA+\x00\x04VB \x17',22.12,0.000456,0.000456,20.17
2025-10-21 10:55:38.063680,169,b'+\x00\x04UA+\x00\x04VB \x17',22.10,0.000455,0.000456,20.17
2025-10-21 10:55:38.114158,170,b'+\x00\x04UA+\x00\x04VB \x17',22.09,0.000455,0.000456,20.17
2025-10-21 10:55:38.164425,171,b'+\x00\x04VA+\x00\x04VB \x17',22.07,0.000456,0.000456,20.17
2025-10-21 10:55:38.214601,172,b'+\x00\x04VA+\x00\x04VB \x17',22.06,0.000456,0.000456,20.17
2025-10-21 10:55:38.264837,173,b'+\x00\x04VA+\x00\x04VB \x17',22.04,0.000456,0.000456,20.17
2025-10-21 10:55:38.315333,174,b'+\x00\x04VA+\x00\x04VB \x17',22.03,0.000456,0.000456,20.17
2025-10-21 10:55:38.365529,175,b'+\x00\x04VA+\x00\x04VB \x17',22.02,0.000456,0.000456,20.17
2025-10-21 10:55:38.415837,176,b'+\x00\x04VA+\x00\x04VB \x17',22.00,0.000456,0.000456,20.17
2025-10-21 10:55:38.466082,177,b'+\x00\x04VA+\x00\x04VB \x17',21.99,0.000456,0.000456,20.17
2025-10-21 10:55:38.516330,178,b'+\x00\x04VA+\x00\x04VB \x17',21.98,0.000456,0.000456,20.17
2025-10-21 10:55:38.566484,179,b'+\x00\x04VA+\x00\x04VB \x17',21.96,0.000456,0.000456,20.17
2025-10-21 10:55:38.616849,180,b'+\x00\x04VA+\x00\x04VB \x17',21.95,0.000456,0.000456,20.17
2025-10-21 10:55:38.667412,181,b'+\x00\x04VA+\x00\x04VB \x17',21.94,0.000456,0.000456,20.17
2025-10-21 10:55:38.717392,182,b'+\x00\x04VA+\x00\x04VB \x16',21.93,0.000456,0.000456,20.16
2025-10-21 10:55:38.767846,183,b'+\x00\x04VA+\x00\x04VB \x16',21.91,0.000456,0.000456,20.16
2025-10-21 10:55:38.817941,184,b'+\x00\x04VA+\x00\x04VB \x17',21.90,0.000456,0.000456,20.17
2025-10-21 10:55:38.868245,185,b'+\x00\x04VA+\x00\x04VB \x17',21.89,0.000456,0.000456,20.17
2025-10-21 10:55:38.918545,186,b'+\x00\x04VA+\x00\x04VB \x17',21.88,0.000456,0.000456,20.17
2025-10-21 10:55:38.968891,187,b'+\x00\x04VA+\x00\x04VB \x17',21.87,0.000456,0.000456,20.17
2025-10-21 10:55:39.019047,188,b'+\x00\x04VA+\x00\x04VB \x17',21.85,0.000456,0.000456,20.17
2025-10-21 10:55:39.069263,189,b'+\x00\x04VA+\x00\x04VB \x17',21.84,0.000456,0.000456,20.17
2025-10-21 10:55:39.119742,190,b'+\x00\x04VA+\x00\x04VB \x17',21.83,0.000456,0.000456,20.17
2025-10-21 10:55:39.170051,191,b'+\x00\x04VA+\x00\x04VB \x17',21.82,0.000456,0.000456,20.17
2025-10-21 10:55:39.220291,192,b'+\x00\x04VA+\x00\x04VB \x17',21.81,0.000456,0.000456,20.17
2025-10-21 10:55:39.270580,193,b'+\x00\x04VA+\x00\x04VB \x17',21.80,0.000456,0.000456,20.17
2025-10-21 10:55:39.320669,194,b'+\x00\x04VA+\x00\x04VB \x17',21.79,0.000456,0.000456,20.17
2025-10-21 10:55:39.371080,195,b'+\x00\x04VA+\x00\x04VB \x17',21.78,0.000456,0.000456,20.17
2025-10-21 10:55:39.421402,196,b'+\x00\x04VA+\x00\x04VB \x17',21.77,0.000456,0.000456,20.17
2025-10-21 10:55:39.471680,197,b'+\x00\x04VA+\x00\x04VB \x17',21.76,0.000456,0.000456,20.17
2025-10-21 10:55:39.521967,198,b'+\x00\x04VA+\x00\x04VB \x17',21.75,0.000456,0.000456,20.17
2025-10-21 10:55:39.572102,199,b'+\x00\x04VA+\x00\x04VB \x17',21.74,0.000456,0.000456,20.17
2025-10-21 10:55:39.622508,200,b'+\x00\x04VA+\x00\x04VB \x17',21.72,0.000456,0.000456,20.17
2025-10-21 10:55:39.672791,201,b'+\x00\x04VA+\x00\x04VB \x17',21.71,0.000456,0.000456,20.17
2025-10-21 10:55:39.722887,202,b'+\x00\x04VA+\x00\x04VB \x17',21.71,0.000456,0.000456,20.17
2025-10-21 10:55:39.773292,203,b'+\x00\x04VA+\x00\x04VB \x17',21.70,0.000456,0.000456,20.17
2025-10-21 10:55:39.823676,204,b'+\x00\x04VA+\x00\x04VB \x17',21.69,0.000456,0.000456,20.17
2025-10-21 10:55:39.873993,205,b'+\x00\x04VA+\x00\x04VB \x17',21.68,0.000456,0.000456,20.17
2025-10-21 10:55:39.924052,206,b'+\x00\x04VA+\x00\x04VB \x17',21.67,0.000456,0.000456,20.17
2025-10-21 10:55:39.974469,207,b'+\x00\x04VA+\x00\x04VB \x17',21.66,0.000456,0.000456,20.17
2025-10-21 10:55:40.024732,208,b'+\x00\x04VA+\x00\x04VB \x16',21.65,0.000456,0.000456,20.16
2025-10-21 10:55:40.074984,209,b'+\x00\x04VA+\x00\x04VB \x16',21.64,0.000456,0.000456,20.16
2025-10-21 10:55:40.125313,210,b'+\x00\x04UA+\x00\x04VB \x17',21.63,0.000455,0.000456,20.17
2025-10-21 10:55:40.175580,211,b'+\x00\x04UA+\x00\x04VB \x17',21.62,0.000455,0.000456,20.17
2025-10-21 10:55:40.225825,212,b'+\x00\x04VA+\x00\x04VB \x17',21.61,0.000456,0.000456,20.17
2025-10-21 10:55:40.276045,213,b'+\x00\x04VA+\x00\x04VB \x17',21.60,0.000456,0.000456,20.17
2025-10-21 10:55:40.326386,214,b'+\x00\x04VA+\x00\x04VB \x17',21.59,0.000456,0.000456,20.17
2025-10-21 10:55:40.376560,215,b'+\x00\x04VA+\x00\x04VB \x17',21.59,0.000456,0.000456,20.17
2025-10-21 10:55:40.426884,216,b'+\x00\x04UA+\x00\x04VB \x17',21.58,0.000455,0.000456,20.17
2025-10-21 10:55:40.477218,217,b'+\x00\x04UA+\x00\x04VB \x17',21.57,0.000455,0.000456,20.17
2025-10-21 10:55:40.527576,218,b'+\x00\x04VA+\x00\x04VB \x17',21.56,0.000456,0.000456,20.17
2025-10-21 10:55:40.577837,219,b'+\x00\x04VA+\x00\x04VB \x17',21.55,0.000456,0.000456,20.17
2025-10-21 10:55:40.627970,220,b'+\x00\x04VA+\x00\x04VB \x17',21.54,0.000456,0.000456,20.17
2025-10-21 10:55:40.678555,221,b'+\x00\x04VA+\x00\x04VB \x17',21.53,0.000456,0.000456,20.17
2025-10-21 10:55:40.728548,222,b'+\x00\x04UA+\x00\x04VB \x17',21.53,0.000455,0.000456,20.17
2025-10-21 10:55:40.778754,223,b'+\x00\x04VA+\x00\x04VB \x17',21.52,0.000456,0.000456,20.17
2025-10-21 10:55:40.829040,224,b'+\x00\x04VA+\x00\x04VB \x17',21.51,0.000456,0.000456,20.17
2025-10-21 10:55:40.879506,225,b'+\x00\x04VA+\x00\x04VB \x17',21.50,0.000456,0.000456,20.17
2025-10-21 10:55:40.929787,226,b'+\x00\x04VA+\x00\x04VB \x16',21.50,0.000456,0.000456,20.16
2025-10-21 10:55:40.980070,227,b'+\x00\x04UA+\x00\x04VB \x16',21.49,0.000455,0.000456,20.16
2025-10-21 10:55:41.030426,228,b'+\x00\x04UA+\x00\x04VB \x16',21.48,0.000455,0.000456,20.16
2025-10-21 10:55:41.080634,229,b'+\x00\x04VA+\x00\x04VB \x16',21.47,0.000456,0.000456,20.16
2025-10-21 10:55:41.130924,230,b'+\x00\x04VA+\x00\x04VB \x17',21.47,0.000456,0.000456,20.17
